"tick","Human Count","Zombie Count"
131.0,50,55
132.0,49,56
133.0,46,59
134.0,44,61
135.0,41,64
136.0,40,65
137.0,39,66
138.0,39,66
139.0,38,67
140.0,37,68
141.0,37,68
142.0,37,68
143.0,37,68
144.0,36,69
145.0,35,70
146.0,35,70
147.0,34,71
148.0,32,73
149.0,32,73
150.0,32,73
151.0,32,73
152.0,32,73
153.0,31,74
154.0,30,75
155.0,30,75
156.0,29,76
157.0,28,77
158.0,28,77
159.0,28,77
160.0,27,78
161.0,26,79
162.0,25,80
163.0,23,82
164.0,22,83
165.0,22,83
166.0,20,85
167.0,18,87
168.0,18,87
169.0,18,87
170.0,18,87
171.0,17,88
172.0,17,88
173.0,17,88
174.0,17,88
175.0,17,88
176.0,17,88
177.0,16,89
178.0,16,89
179.0,16,89
180.0,16,89
181.0,16,89
182.0,15,90
183.0,15,90
184.0,14,91
185.0,13,92
186.0,13,92
187.0,13,92
188.0,12,93
189.0,12,93
190.0,12,93
191.0,12,93
192.0,12,93
193.0,12,93
194.0,11,94
195.0,11,94
196.0,11,94
197.0,11,94
198.0,11,94
199.0,10,95
200.0,10,95
201.0,10,95
202.0,10,95
203.0,10,95
204.0,10,95
205.0,9,96
206.0,7,98
207.0,6,99
208.0,6,99
209.0,6,99
210.0,6,99
211.0,5,100
212.0,4,101
213.0,4,101
214.0,4,101
215.0,4,101
216.0,4,101
217.0,3,102
218.0,3,102
219.0,3,102
220.0,3,102
221.0,3,102
222.0,3,102
223.0,3,102
224.0,3,102
225.0,3,102
226.0,3,102
227.0,3,102
228.0,3,102
229.0,3,102
230.0,3,102
231.0,3,102
232.0,3,102
233.0,3,102
234.0,3,102
235.0,3,102
236.0,3,102
237.0,3,102
238.0,3,102
239.0,2,103
240.0,1,104
241.0,1,104
242.0,1,104
243.0,1,104
244.0,1,104
245.0,1,104
246.0,1,104
247.0,1,104
248.0,1,104
249.0,1,104
250.0,1,104
251.0,1,104
252.0,1,104
253.0,0,105
254.0,0,105
255.0,0,105
256.0,0,105
257.0,0,105
258.0,0,105
259.0,0,105
260.0,0,105
261.0,0,105
262.0,0,105
263.0,0,105
264.0,0,105
265.0,0,105
266.0,0,105
267.0,0,105
268.0,0,105
269.0,0,105
270.0,0,105
271.0,0,105
272.0,0,105
273.0,0,105
274.0,0,105
275.0,0,105
276.0,0,105
277.0,0,105
278.0,0,105
279.0,0,105
280.0,0,105
281.0,0,105
282.0,0,105
283.0,0,105
284.0,0,105
285.0,0,105
286.0,0,105
287.0,0,105
288.0,0,105
289.0,0,105
290.0,0,105
291.0,0,105
292.0,0,105
293.0,0,105
294.0,0,105
295.0,0,105
296.0,0,105
297.0,0,105
298.0,0,105
299.0,0,105
300.0,0,105
301.0,0,105
302.0,0,105
303.0,0,105
304.0,0,105
305.0,0,105
306.0,0,105
307.0,0,105
308.0,0,105
309.0,0,105
310.0,0,105
311.0,0,105
312.0,0,105
313.0,0,105
314.0,0,105
315.0,0,105
316.0,0,105
317.0,0,105
318.0,0,105
319.0,0,105
320.0,0,105
321.0,0,105
322.0,0,105
323.0,0,105
324.0,0,105
325.0,0,105
326.0,0,105
327.0,0,105
328.0,0,105
329.0,0,105
330.0,0,105
331.0,0,105
332.0,0,105
333.0,0,105
334.0,0,105
335.0,0,105
336.0,0,105
337.0,0,105
338.0,0,105
339.0,0,105
340.0,0,105
341.0,0,105
342.0,0,105
343.0,0,105
344.0,0,105
345.0,0,105
346.0,0,105
347.0,0,105
348.0,0,105
349.0,0,105
350.0,0,105
351.0,0,105
352.0,0,105
353.0,0,105
354.0,0,105
355.0,0,105
356.0,0,105
357.0,0,105
358.0,0,105
359.0,0,105
360.0,0,105
361.0,0,105
362.0,0,105
363.0,0,105
364.0,0,105
365.0,0,105
366.0,0,105
367.0,0,105
368.0,0,105
369.0,0,105
370.0,0,105
371.0,0,105
372.0,0,105
373.0,0,105
374.0,0,105
375.0,0,105
376.0,0,105
377.0,0,105
378.0,0,105
379.0,0,105
380.0,0,105
381.0,0,105
382.0,0,105
383.0,0,105
384.0,0,105
385.0,0,105
386.0,0,105
387.0,0,105
388.0,0,105
389.0,0,105
390.0,0,105
391.0,0,105
392.0,0,105
393.0,0,105
394.0,0,105
395.0,0,105
396.0,0,105
397.0,0,105
398.0,0,105
399.0,0,105
400.0,0,105
401.0,0,105
402.0,0,105
403.0,0,105
404.0,0,105
405.0,0,105
406.0,0,105
407.0,0,105
408.0,0,105
409.0,0,105
410.0,0,105
411.0,0,105
412.0,0,105
413.0,0,105
414.0,0,105
415.0,0,105
416.0,0,105
417.0,0,105
418.0,0,105
419.0,0,105
420.0,0,105
421.0,0,105
422.0,0,105
423.0,0,105
424.0,0,105
425.0,0,105
426.0,0,105
427.0,0,105
428.0,0,105
429.0,0,105
430.0,0,105
431.0,0,105
432.0,0,105
433.0,0,105
434.0,0,105
435.0,0,105
436.0,0,105
437.0,0,105
438.0,0,105
439.0,0,105
440.0,0,105
441.0,0,105
442.0,0,105
443.0,0,105
444.0,0,105
445.0,0,105
446.0,0,105
447.0,0,105
448.0,0,105
449.0,0,105
450.0,0,105
451.0,0,105
452.0,0,105
453.0,0,105
454.0,0,105
455.0,0,105
456.0,0,105
457.0,0,105
458.0,0,105
459.0,0,105
460.0,0,105
461.0,0,105
462.0,0,105
463.0,0,105
464.0,0,105
465.0,0,105
466.0,0,105
467.0,0,105
468.0,0,105
469.0,0,105
470.0,0,105
471.0,0,105
472.0,0,105
473.0,0,105
474.0,0,105
475.0,0,105
476.0,0,105
477.0,0,105
478.0,0,105
479.0,0,105
480.0,0,105
481.0,0,105
482.0,0,105
483.0,0,105
484.0,0,105
485.0,0,105
486.0,0,105
487.0,0,105
488.0,0,105
489.0,0,105
490.0,0,105
491.0,0,105
492.0,0,105
493.0,0,105
494.0,0,105
495.0,0,105
496.0,0,105
497.0,0,105
498.0,0,105
499.0,0,105
500.0,0,105
501.0,0,105
502.0,0,105
503.0,0,105
504.0,0,105
505.0,0,105
506.0,0,105
507.0,0,105
508.0,0,105
509.0,0,105
510.0,0,105
511.0,0,105
512.0,0,105
513.0,0,105
514.0,0,105
515.0,0,105
516.0,0,105
517.0,0,105
518.0,0,105
519.0,0,105
520.0,0,105
521.0,0,105
522.0,0,105
523.0,0,105
524.0,0,105
525.0,0,105
526.0,0,105
527.0,0,105
528.0,0,105
529.0,0,105
530.0,0,105
531.0,0,105
532.0,0,105
533.0,0,105
534.0,0,105
535.0,0,105
536.0,0,105
537.0,0,105
538.0,0,105
539.0,0,105
540.0,0,105
541.0,0,105
542.0,0,105
543.0,0,105
544.0,0,105
545.0,0,105
546.0,0,105
547.0,0,105
548.0,0,105
549.0,0,105
550.0,0,105
551.0,0,105
552.0,0,105
553.0,0,105
554.0,0,105
555.0,0,105
556.0,0,105
557.0,0,105
558.0,0,105
559.0,0,105
560.0,0,105
561.0,0,105
562.0,0,105
563.0,0,105
564.0,0,105
565.0,0,105
566.0,0,105
567.0,0,105
568.0,0,105
569.0,0,105
570.0,0,105
571.0,0,105
572.0,0,105
573.0,0,105
574.0,0,105
575.0,0,105
576.0,0,105
577.0,0,105
578.0,0,105
579.0,0,105
580.0,0,105
581.0,0,105
582.0,0,105
583.0,0,105
584.0,0,105
585.0,0,105
586.0,0,105
587.0,0,105
588.0,0,105
589.0,0,105
590.0,0,105
591.0,0,105
592.0,0,105
593.0,0,105
594.0,0,105
595.0,0,105
596.0,0,105
597.0,0,105
598.0,0,105
599.0,0,105
600.0,0,105
601.0,0,105
602.0,0,105
603.0,0,105
604.0,0,105
605.0,0,105
606.0,0,105
607.0,0,105
608.0,0,105
609.0,0,105
610.0,0,105
611.0,0,105
612.0,0,105
613.0,0,105
614.0,0,105
615.0,0,105
616.0,0,105
617.0,0,105
618.0,0,105
619.0,0,105
620.0,0,105
621.0,0,105
622.0,0,105
623.0,0,105
624.0,0,105
625.0,0,105
626.0,0,105
627.0,0,105
628.0,0,105
629.0,0,105
630.0,0,105
631.0,0,105
632.0,0,105
633.0,0,105
634.0,0,105
635.0,0,105
636.0,0,105
637.0,0,105
638.0,0,105
639.0,0,105
640.0,0,105
641.0,0,105
642.0,0,105
643.0,0,105
644.0,0,105
645.0,0,105
646.0,0,105
647.0,0,105
648.0,0,105
649.0,0,105
650.0,0,105
651.0,0,105
652.0,0,105
653.0,0,105
654.0,0,105
655.0,0,105
656.0,0,105
657.0,0,105
658.0,0,105
659.0,0,105
660.0,0,105
661.0,0,105
662.0,0,105
663.0,0,105
664.0,0,105
665.0,0,105
666.0,0,105
667.0,0,105
668.0,0,105
669.0,0,105
670.0,0,105
671.0,0,105
672.0,0,105
673.0,0,105
674.0,0,105
675.0,0,105
676.0,0,105
677.0,0,105
678.0,0,105
679.0,0,105
680.0,0,105
681.0,0,105
682.0,0,105
683.0,0,105
684.0,0,105
685.0,0,105
686.0,0,105
687.0,0,105
688.0,0,105
689.0,0,105
690.0,0,105
691.0,0,105
692.0,0,105
693.0,0,105
694.0,0,105
695.0,0,105
696.0,0,105
697.0,0,105
698.0,0,105
699.0,0,105
700.0,0,105
701.0,0,105
702.0,0,105
703.0,0,105
704.0,0,105
705.0,0,105
706.0,0,105
707.0,0,105
708.0,0,105
709.0,0,105
710.0,0,105
711.0,0,105
712.0,0,105
713.0,0,105
714.0,0,105
715.0,0,105
716.0,0,105
717.0,0,105
718.0,0,105
719.0,0,105
720.0,0,105
721.0,0,105
722.0,0,105
723.0,0,105
724.0,0,105
725.0,0,105
726.0,0,105
727.0,0,105
728.0,0,105
729.0,0,105
730.0,0,105
731.0,0,105
732.0,0,105
733.0,0,105
734.0,0,105
735.0,0,105
736.0,0,105
737.0,0,105
738.0,0,105
739.0,0,105
740.0,0,105
741.0,0,105
742.0,0,105
743.0,0,105
744.0,0,105
745.0,0,105
746.0,0,105
747.0,0,105
748.0,0,105
749.0,0,105
750.0,0,105
751.0,0,105
752.0,0,105
753.0,0,105
754.0,0,105
755.0,0,105
756.0,0,105
757.0,0,105
758.0,0,105
759.0,0,105
760.0,0,105
761.0,0,105
762.0,0,105
763.0,0,105
764.0,0,105
765.0,0,105
766.0,0,105
767.0,0,105
768.0,0,105
769.0,0,105
770.0,0,105
771.0,0,105
772.0,0,105
773.0,0,105
774.0,0,105
775.0,0,105
776.0,0,105
777.0,0,105
778.0,0,105
779.0,0,105
780.0,0,105
781.0,0,105
782.0,0,105
783.0,0,105
784.0,0,105
785.0,0,105
786.0,0,105
787.0,0,105
788.0,0,105
789.0,0,105
790.0,0,105
791.0,0,105
792.0,0,105
793.0,0,105
794.0,0,105
795.0,0,105
796.0,0,105
797.0,0,105
798.0,0,105
799.0,0,105
800.0,0,105
801.0,0,105
802.0,0,105
803.0,0,105
804.0,0,105
805.0,0,105
806.0,0,105
807.0,0,105
808.0,0,105
809.0,0,105
810.0,0,105
811.0,0,105
812.0,0,105
813.0,0,105
814.0,0,105
815.0,0,105
816.0,0,105
817.0,0,105
818.0,0,105
819.0,0,105
820.0,0,105
821.0,0,105
822.0,0,105
823.0,0,105
824.0,0,105
825.0,0,105
826.0,0,105
827.0,0,105
828.0,0,105
829.0,0,105
830.0,0,105
831.0,0,105
832.0,0,105
833.0,0,105
834.0,0,105
835.0,0,105
836.0,0,105
837.0,0,105
838.0,0,105
839.0,0,105
840.0,0,105
841.0,0,105
842.0,0,105
843.0,0,105
844.0,0,105
845.0,0,105
846.0,0,105
847.0,0,105
848.0,0,105
849.0,0,105
850.0,0,105
851.0,0,105
852.0,0,105
853.0,0,105
854.0,0,105
855.0,0,105
856.0,0,105
857.0,0,105
858.0,0,105
859.0,0,105
860.0,0,105
861.0,0,105
862.0,0,105
863.0,0,105
864.0,0,105
865.0,0,105
866.0,0,105
867.0,0,105
868.0,0,105
869.0,0,105
870.0,0,105
871.0,0,105
872.0,0,105
873.0,0,105
874.0,0,105
875.0,0,105
876.0,0,105
877.0,0,105
878.0,0,105
879.0,0,105
880.0,0,105
881.0,0,105
882.0,0,105
883.0,0,105
884.0,0,105
885.0,0,105
886.0,0,105
887.0,0,105
888.0,0,105
889.0,0,105
890.0,0,105
891.0,0,105
892.0,0,105
893.0,0,105
894.0,0,105
895.0,0,105
896.0,0,105
897.0,0,105
898.0,0,105
899.0,0,105
900.0,0,105
901.0,0,105
902.0,0,105
903.0,0,105
904.0,0,105
905.0,0,105
906.0,0,105
907.0,0,105
908.0,0,105
909.0,0,105
910.0,0,105
911.0,0,105
912.0,0,105
913.0,0,105
914.0,0,105
915.0,0,105
916.0,0,105
917.0,0,105
918.0,0,105
919.0,0,105
920.0,0,105
921.0,0,105
922.0,0,105
923.0,0,105
924.0,0,105
925.0,0,105
926.0,0,105
927.0,0,105
928.0,0,105
929.0,0,105
930.0,0,105
931.0,0,105
932.0,0,105
933.0,0,105
934.0,0,105
935.0,0,105
936.0,0,105
937.0,0,105
938.0,0,105
939.0,0,105
940.0,0,105
941.0,0,105
942.0,0,105
943.0,0,105
944.0,0,105
945.0,0,105
946.0,0,105
947.0,0,105
948.0,0,105
949.0,0,105
950.0,0,105
951.0,0,105
952.0,0,105
953.0,0,105
954.0,0,105
955.0,0,105
956.0,0,105
957.0,0,105
958.0,0,105
959.0,0,105
960.0,0,105
961.0,0,105
962.0,0,105
963.0,0,105
964.0,0,105
965.0,0,105
966.0,0,105
967.0,0,105
968.0,0,105
969.0,0,105
970.0,0,105
971.0,0,105
972.0,0,105
973.0,0,105
974.0,0,105
975.0,0,105
976.0,0,105
977.0,0,105
978.0,0,105
979.0,0,105
980.0,0,105
981.0,0,105
982.0,0,105
983.0,0,105
984.0,0,105
985.0,0,105
986.0,0,105
987.0,0,105
988.0,0,105
989.0,0,105
990.0,0,105
991.0,0,105
992.0,0,105
993.0,0,105
994.0,0,105
995.0,0,105
996.0,0,105
997.0,0,105
998.0,0,105
999.0,0,105
1000.0,0,105
1001.0,0,105
1002.0,0,105
1003.0,0,105
1004.0,0,105
1005.0,0,105
1006.0,0,105
1007.0,0,105
1008.0,0,105
1009.0,0,105
1010.0,0,105
1011.0,0,105
1012.0,0,105
1013.0,0,105
1014.0,0,105
1015.0,0,105
1016.0,0,105
1017.0,0,105
1018.0,0,105
1019.0,0,105
1020.0,0,105
1021.0,0,105
1022.0,0,105
1023.0,0,105
1024.0,0,105
1025.0,0,105
1026.0,0,105
1027.0,0,105
1028.0,0,105
1029.0,0,105
1030.0,0,105
1031.0,0,105
1032.0,0,105
1033.0,0,105
1034.0,0,105
1035.0,0,105
1036.0,0,105
1037.0,0,105
1038.0,0,105
1039.0,0,105
1040.0,0,105
1041.0,0,105
1042.0,0,105
1043.0,0,105
1044.0,0,105
1045.0,0,105
1046.0,0,105
1047.0,0,105
1048.0,0,105
1049.0,0,105
1050.0,0,105
1051.0,0,105
1052.0,0,105
1053.0,0,105
1054.0,0,105
1055.0,0,105
1056.0,0,105
1057.0,0,105
1058.0,0,105
1059.0,0,105
1060.0,0,105
1061.0,0,105
1062.0,0,105
1063.0,0,105
1064.0,0,105
1065.0,0,105
1066.0,0,105
1067.0,0,105
1068.0,0,105
1069.0,0,105
1070.0,0,105
1071.0,0,105
1072.0,0,105
1073.0,0,105
1074.0,0,105
1075.0,0,105
1076.0,0,105
1077.0,0,105
1078.0,0,105
1079.0,0,105
1080.0,0,105
1081.0,0,105
1082.0,0,105
1083.0,0,105
1084.0,0,105
1085.0,0,105
1086.0,0,105
1087.0,0,105
1088.0,0,105
1089.0,0,105
1090.0,0,105
1091.0,0,105
1092.0,0,105
1093.0,0,105
1094.0,0,105
1095.0,0,105
1096.0,0,105
1097.0,0,105
1098.0,0,105
1099.0,0,105
1100.0,0,105
1101.0,0,105
1102.0,0,105
1103.0,0,105
1104.0,0,105
1105.0,0,105
1106.0,0,105
1107.0,0,105
1108.0,0,105
1109.0,0,105
1110.0,0,105
1111.0,0,105
1112.0,0,105
1113.0,0,105
1114.0,0,105
1115.0,0,105
1116.0,0,105
1117.0,0,105
1118.0,0,105
1119.0,0,105
1120.0,0,105
1121.0,0,105
1122.0,0,105
1123.0,0,105
1124.0,0,105
1125.0,0,105
1126.0,0,105
1127.0,0,105
1128.0,0,105
1129.0,0,105
1130.0,0,105
1131.0,0,105
1132.0,0,105
1133.0,0,105
1134.0,0,105
1135.0,0,105
1136.0,0,105
1137.0,0,105
1138.0,0,105
1139.0,0,105
1140.0,0,105
1141.0,0,105
1142.0,0,105
1143.0,0,105
1144.0,0,105
1145.0,0,105
1146.0,0,105
1147.0,0,105
1148.0,0,105
1149.0,0,105
1150.0,0,105
1151.0,0,105
1152.0,0,105
1153.0,0,105
1154.0,0,105
1155.0,0,105
1156.0,0,105
1157.0,0,105
1158.0,0,105
1159.0,0,105
1160.0,0,105
1161.0,0,105
1162.0,0,105
1163.0,0,105
1164.0,0,105
1165.0,0,105
1166.0,0,105
1167.0,0,105
1168.0,0,105
1169.0,0,105
1170.0,0,105
1171.0,0,105
1172.0,0,105
1173.0,0,105
1174.0,0,105
1175.0,0,105
1176.0,0,105
1177.0,0,105
1178.0,0,105
1179.0,0,105
1180.0,0,105
1181.0,0,105
1182.0,0,105
1183.0,0,105
1184.0,0,105
1185.0,0,105
1186.0,0,105
1187.0,0,105
1188.0,0,105
1189.0,0,105
1190.0,0,105
1191.0,0,105
1192.0,0,105
1193.0,0,105
1194.0,0,105
1195.0,0,105
1196.0,0,105
1197.0,0,105
1198.0,0,105
1199.0,0,105
1200.0,0,105
1201.0,0,105
1202.0,0,105
1203.0,0,105
1204.0,0,105
1205.0,0,105
1206.0,0,105
1207.0,0,105
1208.0,0,105
1209.0,0,105
1210.0,0,105
1211.0,0,105
1212.0,0,105
1213.0,0,105
1214.0,0,105
1215.0,0,105
1216.0,0,105
1217.0,0,105
1218.0,0,105
1219.0,0,105
1220.0,0,105
1221.0,0,105
1222.0,0,105
1223.0,0,105
1224.0,0,105
1225.0,0,105
1226.0,0,105
1227.0,0,105
1228.0,0,105
1229.0,0,105
1230.0,0,105
1231.0,0,105
1232.0,0,105
1233.0,0,105
1234.0,0,105
1235.0,0,105
1236.0,0,105
1237.0,0,105
1238.0,0,105
1239.0,0,105
1240.0,0,105
1241.0,0,105
1242.0,0,105
1243.0,0,105
1244.0,0,105
1245.0,0,105
1246.0,0,105
1247.0,0,105
1248.0,0,105
1249.0,0,105
1250.0,0,105
1251.0,0,105
1252.0,0,105
1253.0,0,105
1254.0,0,105
1255.0,0,105
1256.0,0,105
1257.0,0,105
1258.0,0,105
1259.0,0,105
1260.0,0,105
1261.0,0,105
1262.0,0,105
1263.0,0,105
1264.0,0,105
1265.0,0,105
1266.0,0,105
1267.0,0,105
1268.0,0,105
1269.0,0,105
1270.0,0,105
1271.0,0,105
1272.0,0,105
1273.0,0,105
1274.0,0,105
1275.0,0,105
1276.0,0,105
1277.0,0,105
1278.0,0,105
1279.0,0,105
1280.0,0,105
1281.0,0,105
1282.0,0,105
1283.0,0,105
1284.0,0,105
1285.0,0,105
1286.0,0,105
1287.0,0,105
1288.0,0,105
1289.0,0,105
1290.0,0,105
1291.0,0,105
1292.0,0,105
1293.0,0,105
1294.0,0,105
1295.0,0,105
1296.0,0,105
1297.0,0,105
1298.0,0,105
1299.0,0,105
1300.0,0,105
1301.0,0,105
1302.0,0,105
1303.0,0,105
1304.0,0,105
1305.0,0,105
1306.0,0,105
1307.0,0,105
1308.0,0,105
1309.0,0,105
1310.0,0,105
1311.0,0,105
1312.0,0,105
1313.0,0,105
1314.0,0,105
1315.0,0,105
1316.0,0,105
1317.0,0,105
1318.0,0,105
1319.0,0,105
1320.0,0,105
1321.0,0,105
1322.0,0,105
1323.0,0,105
1324.0,0,105
1325.0,0,105
1326.0,0,105
1327.0,0,105
1328.0,0,105
1329.0,0,105
1330.0,0,105
1331.0,0,105
1332.0,0,105
1333.0,0,105
1334.0,0,105
1335.0,0,105
1336.0,0,105
1337.0,0,105
1338.0,0,105
1339.0,0,105
1340.0,0,105
1341.0,0,105
1342.0,0,105
1343.0,0,105
1344.0,0,105
1345.0,0,105
1346.0,0,105
1347.0,0,105
1348.0,0,105
1349.0,0,105
1350.0,0,105
1351.0,0,105
1352.0,0,105
1353.0,0,105
1354.0,0,105
1355.0,0,105
1356.0,0,105
1357.0,0,105
1358.0,0,105
1359.0,0,105
1360.0,0,105
1361.0,0,105
1362.0,0,105
1363.0,0,105
1364.0,0,105
1365.0,0,105
1366.0,0,105
1367.0,0,105
1368.0,0,105
1369.0,0,105
1370.0,0,105
1371.0,0,105
1372.0,0,105
1373.0,0,105
1374.0,0,105
1375.0,0,105
1376.0,0,105
1377.0,0,105
1378.0,0,105
1379.0,0,105
1380.0,0,105
1381.0,0,105
1382.0,0,105
1383.0,0,105
1384.0,0,105
1385.0,0,105
1386.0,0,105
1387.0,0,105
1388.0,0,105
1389.0,0,105
1390.0,0,105
1391.0,0,105
1392.0,0,105
1393.0,0,105
1394.0,0,105
1395.0,0,105
1396.0,0,105
1397.0,0,105
1398.0,0,105
1399.0,0,105
1400.0,0,105
1401.0,0,105
1402.0,0,105
1403.0,0,105
1404.0,0,105
1405.0,0,105
1406.0,0,105
1407.0,0,105
1408.0,0,105
1409.0,0,105
1410.0,0,105
1411.0,0,105
1412.0,0,105
1413.0,0,105
1414.0,0,105
1415.0,0,105
1416.0,0,105
1417.0,0,105
1418.0,0,105
1419.0,0,105
1420.0,0,105
1421.0,0,105
1422.0,0,105
1423.0,0,105
1424.0,0,105
1425.0,0,105
1426.0,0,105
1427.0,0,105
1428.0,0,105
1429.0,0,105
1430.0,0,105
1431.0,0,105
1432.0,0,105
1433.0,0,105
1434.0,0,105
1435.0,0,105
1436.0,0,105
1437.0,0,105
1438.0,0,105
1439.0,0,105
1440.0,0,105
1441.0,0,105
1442.0,0,105
1443.0,0,105
1444.0,0,105
1445.0,0,105
1446.0,0,105
1447.0,0,105
1448.0,0,105
1449.0,0,105
1450.0,0,105
1451.0,0,105
1452.0,0,105
1453.0,0,105
1454.0,0,105
1455.0,0,105
1456.0,0,105
1457.0,0,105
1458.0,0,105
1459.0,0,105
1460.0,0,105
1461.0,0,105
1462.0,0,105
1463.0,0,105
1464.0,0,105
1465.0,0,105
1466.0,0,105
1467.0,0,105
1468.0,0,105
1469.0,0,105
1470.0,0,105
1471.0,0,105
1472.0,0,105
1473.0,0,105
1474.0,0,105
1475.0,0,105
1476.0,0,105
1477.0,0,105
1478.0,0,105
1479.0,0,105
1480.0,0,105
1481.0,0,105
1482.0,0,105
1483.0,0,105
1484.0,0,105
1485.0,0,105
1486.0,0,105
1487.0,0,105
1488.0,0,105
1489.0,0,105
1490.0,0,105
1491.0,0,105
1492.0,0,105
1493.0,0,105
1494.0,0,105
1495.0,0,105
1496.0,0,105
1497.0,0,105
1498.0,0,105
1499.0,0,105
1500.0,0,105
1501.0,0,105
1502.0,0,105
1503.0,0,105
1504.0,0,105
1505.0,0,105
1506.0,0,105
1507.0,0,105
1508.0,0,105
1509.0,0,105
1510.0,0,105
1511.0,0,105
1512.0,0,105
1513.0,0,105
1514.0,0,105
1515.0,0,105
1516.0,0,105
1517.0,0,105
1518.0,0,105
1519.0,0,105
1520.0,0,105
1521.0,0,105
1522.0,0,105
1523.0,0,105
1524.0,0,105
1525.0,0,105
1526.0,0,105
1527.0,0,105
1528.0,0,105
1529.0,0,105
1530.0,0,105
1531.0,0,105
1532.0,0,105
1533.0,0,105
1534.0,0,105
1535.0,0,105
1536.0,0,105
1537.0,0,105
1538.0,0,105
1539.0,0,105
1540.0,0,105
1541.0,0,105
1542.0,0,105
1543.0,0,105
1544.0,0,105
1545.0,0,105
1546.0,0,105
1547.0,0,105
1548.0,0,105
1549.0,0,105
1550.0,0,105
1551.0,0,105
1552.0,0,105
1553.0,0,105
1554.0,0,105
1555.0,0,105
1556.0,0,105
1557.0,0,105
1558.0,0,105
1559.0,0,105
1560.0,0,105
1561.0,0,105
1562.0,0,105
1563.0,0,105
1564.0,0,105
1565.0,0,105
1566.0,0,105
1567.0,0,105
1568.0,0,105
1569.0,0,105
1570.0,0,105
1571.0,0,105
1572.0,0,105
1573.0,0,105
1574.0,0,105
1575.0,0,105
1576.0,0,105
1577.0,0,105
1578.0,0,105
1579.0,0,105
1580.0,0,105
1581.0,0,105
1582.0,0,105
1583.0,0,105
1584.0,0,105
1585.0,0,105
1586.0,0,105
1587.0,0,105
1588.0,0,105
1589.0,0,105
1590.0,0,105
1591.0,0,105
1592.0,0,105
1593.0,0,105
1594.0,0,105
1595.0,0,105
1596.0,0,105
1597.0,0,105
1598.0,0,105
1599.0,0,105
1600.0,0,105
1601.0,0,105
1602.0,0,105
1603.0,0,105
1604.0,0,105
1605.0,0,105
1606.0,0,105
1607.0,0,105
1608.0,0,105
1609.0,0,105
1610.0,0,105
1611.0,0,105
1612.0,0,105
1613.0,0,105
1614.0,0,105
1615.0,0,105
1616.0,0,105
1617.0,0,105
1618.0,0,105
1619.0,0,105
1620.0,0,105
1621.0,0,105
1622.0,0,105
1623.0,0,105
1624.0,0,105
1625.0,0,105
1626.0,0,105
1627.0,0,105
1628.0,0,105
1629.0,0,105
1630.0,0,105
1631.0,0,105
1632.0,0,105
1633.0,0,105
1634.0,0,105
1635.0,0,105
1636.0,0,105
1637.0,0,105
1638.0,0,105
1639.0,0,105
1640.0,0,105
1641.0,0,105
1642.0,0,105
1643.0,0,105
1644.0,0,105
1645.0,0,105
1646.0,0,105
1647.0,0,105
1648.0,0,105
1649.0,0,105
1650.0,0,105
1651.0,0,105
1652.0,0,105
1653.0,0,105
1654.0,0,105
1655.0,0,105
1656.0,0,105
1657.0,0,105
1658.0,0,105
1659.0,0,105
1660.0,0,105
1661.0,0,105
1662.0,0,105
